"","id","season","k","fl","year","cave","date","av_mid_dat","days","day_index","id_chr","id_ori","year_ori","cave_ori","first","s2","cave_season","cs_index","cave_k_season","cave_k","temp"
"430",151,"august",9,104,5,15,2016-08-17,2016-08-21,-4,"1","053393","053393",2016,"C25",4,1,"15_1","151_15_9","15_9_1","15,9",6.495
"431",152,"august",3,56,2,18,2013-08-13,2013-08-21,-8,"1","053394","053394",2013,"C5",3,1,"18_1","152_18_3","18_3_1","18,3",6.6225
"432",152,"june",4,65,3,18,2014-06-11,2014-06-16,-5,"1","053394","053394",2014,"C5",3,2,"18_2","152_18_4","18_4_2","18,4",4.7275
"433",153,"june",4,137,3,16,2014-06-15,2014-06-16,-1,"1","053395","053395",2014,"C26",4,2,"16_2","153_16_4","16_4_2","16,4",NA
"434",153,"june",8,142,5,16,2016-06-22,2016-06-16,6,"1","053395","053395",2016,"C26",4,2,"16_2","153_16_8","16_8_2","16,8",3.42
"435",153,"august",9,144,5,16,2016-08-17,2016-08-21,-4,"1","053395","053395",2016,"C26",4,1,"16_1","153_16_9","16_9_1","16,9",7.23
"436",154,"june",4,72,3,15,2014-06-12,2014-06-16,-4,"1","053396","053396",2014,"C25",4,2,"15_2","154_15_4","15_4_2","15,4",5.6325
"437",155,"june",4,103,3,17,2014-06-15,2014-06-16,-1,"1","053398","053398",2014,"C27",4,2,"17_2","155_17_4","17_4_2","17,4",NA
"438",156,"june",4,150,3,7,2014-06-14,2014-06-16,-2,"1","053399","053399",2014,"C18",4,2,"7_2","156_7_4","7_4_2","7,4",4.595
"439",157,"august",11,124,6,4,2017-08-16,2017-08-21,-5,"1","053400","053400",2017,"C12",4,1,"4_1","157_4_11","4_11_1","4,11",6.573
"440",157,"june",4,74,3,4,2014-06-12,2014-06-16,-4,"1","053400","053400",2014,"C12",4,2,"4_2","157_4_4","4_4_2","4,4",5.295
"441",157,"august",7,98,4,4,2015-08-19,2015-08-21,-2,"1","053400","053400",2015,"C12",4,1,"4_1","157_4_7","4_7_1","4,7",6.064
"442",157,"august",9,112,5,4,2016-08-17,2016-08-21,-4,"1","053400","053400",2016,"C12",4,1,"4_1","157_4_9","4_9_1","4,9",6.471
"443",158,"june",4,115,3,16,2014-06-15,2014-06-16,-1,"1","053401","053401",2014,"C26",4,2,"16_2","158_16_4","16_4_2","16,4",NA
"444",159,"june",4,122,3,18,2014-06-11,2014-06-16,-5,"1","053402","053402",2014,"C5",4,2,"18_2","159_18_4","18_4_2","18,4",4.7275
"445",159,"august",7,124,4,18,2015-08-18,2015-08-21,-3,"1","053402","053402",2015,"C5",4,1,"18_1","159_18_7","18_7_1","18,7",5.71
"446",160,"june",4,145,3,16,2014-06-15,2014-06-16,-1,"1","053405","053405",2014,"C26",4,2,"16_2","160_16_4","16_4_2","16,4",NA
"447",161,"june",4,109,3,15,2014-06-12,2014-06-16,-4,"1","053406","053406",2014,"C25",4,2,"15_2","161_15_4","15_4_2","15,4",5.6325
"448",162,"june",4,133,3,12,2014-06-13,2014-06-16,-3,"1","053407","053407",2014,"C22",4,2,"12_2","162_12_4","12_4_2","12,4",4.495
"449",163,"june",4,87,3,17,2014-06-15,2014-06-16,-1,"1","053409","053409",2014,"C27",4,2,"17_2","163_17_4","17_4_2","17,4",NA
"450",164,"june",4,78,3,10,2014-06-14,2014-06-16,-2,"1","053410","053410",2014,"C20",4,2,"10_2","164_10_4","10_4_2","10,4",NA
"451",164,"august",5,82,3,10,2014-08-20,2014-08-21,-1,"1","053410","053410",2014,"C20",4,1,"10_1","164_10_5","10_5_1","10,5",NA
"452",165,"august",11,160,6,12,2017-08-17,2017-08-21,-4,"1","053411","053411",2017,"C22",2,1,"12_1","165_12_11","12_11_1","12,11",6.9525
"453",165,"june",2,47,2,12,2013-06-23,2013-06-16,7,"1","053411","053411",2013,"C22",2,2,"12_2","165_12_2","12_2_2","12,2",4.52
"454",165,"june",2,50,2,12,2013-07-05,2013-06-16,19,"2","053411","053411",2013,"C22",2,2,"12_2","165_12_2","12_2_2","12,2",4.52
"455",165,"august",3,58,2,12,2013-09-06,2013-08-21,16,"1","053411","053411",2013,"C22",2,1,"12_1","165_12_3","12_3_1","12,3",6.6225
"456",165,"june",4,71,3,12,2014-06-13,2014-06-16,-3,"1","053411","053411",2014,"C22",2,2,"12_2","165_12_4","12_4_2","12,4",4.495
"457",166,"june",4,112,3,11,2014-06-13,2014-06-16,-3,"1","053412","053412",2014,"C21",4,2,"11_2","166_11_4","11_4_2","11,4",3.945
"458",166,"june",6,115,4,11,2015-06-12,2015-06-16,-4,"1","053412","053412",2015,"C21",4,2,"11_2","166_11_6","11_6_2","11,6",4.102
"459",167,"june",2,61,2,16,2013-06-27,2013-06-16,11,"1","053413","053413",2013,"C26",2,2,"16_2","167_16_2","16_2_2","16,2",NA
"460",167,"august",3,67,2,16,2013-08-15,2013-08-21,-6,"1","053413","053413",2013,"C26",2,1,"16_1","167_16_3","16_3_1","16,3",NA
"461",167,"june",4,75,3,16,2014-06-15,2014-06-16,-1,"1","053413","053413",2014,"C26",2,2,"16_2","167_16_4","16_4_2","16,4",NA
"462",168,"august",11,126,6,3,2017-08-22,2017-08-21,1,"1","053414","053414",2017,"C11",4,1,"3_1","168_3_11","3_11_1","3,11",6.97975
"463",168,"june",12,130,7,3,2018-06-19,2018-06-16,3,"1","053414","053414",2018,"C11",4,2,"3_2","168_3_12","3_12_2","3,12",3.578
"464",168,"june",4,86,3,3,2014-06-11,2014-06-16,-5,"1","053414","053414",2014,"C11",4,2,"3_2","168_3_4","3_4_2","3,4",3.865
"465",168,"june",6,95,4,3,2015-06-09,2015-06-16,-7,"1","053414","053414",2015,"C11",4,2,"3_2","168_3_6","3_6_2","3,6",4.024
"466",168,"august",9,110,5,3,2016-08-16,2016-08-21,-5,"1","053414","053414",2016,"C11",4,1,"3_1","168_3_9","3_9_1","3,9",7.4055
"467",168,"august",9,110,5,3,2016-08-22,2016-08-21,1,"2","053414","053414",2016,"C11",4,1,"3_1","168_3_9","3_9_1","3,9",7.4055
"468",169,"august",5,65,3,15,2014-08-19,2014-08-21,-2,"1","053515","053515",2014,"C25",5,1,"15_1","169_15_5","15_5_1","15,5",NA
"469",170,"august",5,108,3,15,2014-08-19,2014-08-21,-2,"1","053549","053549",2014,"C25",5,1,"15_1","170_15_5","15_5_1","15,5",NA
"470",171,"june",4,107,3,17,2014-06-15,2014-06-16,-1,"1","053587","053587",2014,"C27",4,2,"17_2","171_17_4","17_4_2","17,4",NA
"471",171,"august",5,110,3,17,2014-08-21,2014-08-21,0,"1","053587","053587",2014,"C27",4,1,"17_1","171_17_5","17_5_1","17,5",NA
"472",172,"june",2,56,2,14,2013-06-23,2013-06-16,7,"1","053589","053589",2013,"C24",2,2,"14_2","172_14_2","14_2_2","14,2",6.37
"473",172,"june",4,66,3,14,2014-06-13,2014-06-16,-3,"1","053589","053589",2014,"C24",2,2,"14_2","172_14_4","14_4_2","14,4",6.37
"474",172,"august",5,82,3,14,2014-08-21,2014-08-21,0,"1","053589","053589",2014,"C24",2,1,"14_1","172_14_5","14_5_1","14,5",NA
"475",172,"august",7,95,4,14,2015-08-21,2015-08-21,0,"1","053589","053589",2015,"C24",2,1,"14_1","172_14_7","14_7_1","14,7",6.88
"476",173,"june",4,97,3,15,2014-06-12,2014-06-16,-4,"1","053590","053590",2014,"C25",4,2,"15_2","173_15_4","15_4_2","15,4",5.6325
"477",173,"august",7,105,4,15,2015-08-19,2015-08-21,-2,"1","053590","053590",2015,"C25",4,1,"15_1","173_15_7","15_7_1","15,7",6.17
"478",173,"august",7,105,4,15,2015-08-26,2015-08-21,5,"2","053590","053590",2015,"C25",4,1,"15_1","173_15_7","15_7_1","15,7",6.17
"479",174,"june",4,119,3,7,2014-06-14,2014-06-16,-2,"1","053591","053591",2014,"C18",4,2,"7_2","174_7_4","7_4_2","7,4",4.595
"480",175,"june",6,96,4,6,2015-06-23,2015-06-16,7,"1","053592","053592",2015,"C17b",6,2,"6_2","175_6_6","6_6_2","6,6",3.0225
"481",175,"august",7,100,4,6,2015-08-20,2015-08-21,-1,"1","053592","053592",2015,"C17b",6,1,"6_1","175_6_7","6_7_1","6,7",NA
"482",175,"august",7,100,4,6,2015-08-27,2015-08-21,6,"2","053592","053592",2015,"C17b",6,1,"6_1","175_6_7","6_7_1","6,7",NA
"483",175,"june",8,110,5,6,2016-06-23,2016-06-16,7,"1","053592","053592",2016,"C17b",6,2,"6_2","175_6_8","6_8_2","6,8",2.677
"484",175,"august",9,113,5,6,2016-08-18,2016-08-21,-3,"1","053592","053592",2016,"C17b",6,1,"6_1","175_6_9","6_9_1","6,9",6.8005
"485",176,"june",2,50,2,13,2013-06-23,2013-06-16,7,"1","053593","053593",2013,"C23",2,2,"13_2","176_13_2","13_2_2","13,2",4.595
"486",176,"june",4,65,3,13,2014-06-13,2014-06-16,-3,"1","053593","053593",2014,"C23",2,2,"13_2","176_13_4","13_4_2","13,4",4.445
"487",177,"june",4,97,3,15,2014-06-12,2014-06-16,-4,"1","053595","053595",2014,"C25",4,2,"15_2","177_15_4","15_4_2","15,4",5.6325
"488",177,"august",5,100,3,15,2014-08-23,2014-08-21,2,"1","053595","053595",2014,"C25",4,1,"15_1","177_15_5","15_5_1","15,5",NA
"489",178,"june",4,73,3,17,2014-06-15,2014-06-16,-1,"1","053596","053596",2014,"C27",4,2,"17_2","178_17_4","17_4_2","17,4",NA
"490",178,"august",7,97,4,17,2015-08-21,2015-08-21,0,"1","053596","053596",2015,"C27",4,1,"17_1","178_17_7","17_7_1","17,7",NA
"491",179,"june",2,52,2,15,2013-06-27,2013-06-16,11,"1","053597","053597",2013,"C25",2,2,"15_2","179_15_2","15_2_2","15,2",5.66
"492",179,"june",2,52,2,15,2013-06-27,2013-06-16,11,"2","053597","053597",2013,"C25",2,2,"15_2","179_15_2","15_2_2","15,2",5.66
"493",179,"august",3,60,2,15,2013-08-14,2013-08-21,-7,"1","053597","053597",2013,"C25",2,1,"15_1","179_15_3","15_3_1","15,3",6.495
"494",179,"june",4,67,3,15,2014-06-12,2014-06-16,-4,"1","053597","053597",2014,"C25",2,2,"15_2","179_15_4","15_4_2","15,4",5.6325
"495",179,"august",5,74,3,15,2014-08-19,2014-08-21,-2,"1","053597","053597",2014,"C25",2,1,"15_1","179_15_5","15_5_1","15,5",NA
"496",179,"august",7,85,4,15,2015-08-19,2015-08-21,-2,"1","053597","053597",2015,"C25",2,1,"15_1","179_15_7","15_7_1","15,7",6.17
"497",179,"june",8,90,5,15,2016-06-21,2016-06-16,5,"1","053597","053597",2016,"C25",2,2,"15_2","179_15_8","15_8_2","15,8",5.345
"498",180,"june",4,104,3,15,2014-06-12,2014-06-16,-4,"1","053598","053598",2014,"C25",4,2,"15_2","180_15_4","15_4_2","15,4",5.6325
"499",181,"june",4,105,3,15,2014-06-12,2014-06-16,-4,"1","053599","053599",2014,"C25",4,2,"15_2","181_15_4","15_4_2","15,4",5.6325
"500",182,"june",4,134,3,7,2014-06-14,2014-06-16,-2,"1","053600","053600",2014,"C18",4,2,"7_2","182_7_4","7_4_2","7,4",4.595
"501",183,"june",4,120,3,15,2014-06-12,2014-06-16,-4,"1","053601","053601",2014,"C25",4,2,"15_2","183_15_4","15_4_2","15,4",5.6325
"502",183,"august",5,121,3,15,2014-08-19,2014-08-21,-2,"1","053601","053601",2014,"C25",4,1,"15_1","183_15_5","15_5_1","15,5",NA
"503",183,"august",7,120,4,15,2015-08-19,2015-08-21,-2,"1","053601","053601",2015,"C25",4,1,"15_1","183_15_7","15_7_1","15,7",6.17
"504",184,"june",2,53,2,15,2013-06-21,2013-06-16,5,"1","053604","053604",2013,"C25",2,2,"15_2","184_15_2","15_2_2","15,2",5.66
"505",184,"august",3,65,2,15,2013-08-14,2013-08-21,-7,"1","053604","053604",2013,"C25",2,1,"15_1","184_15_3","15_3_1","15,3",6.495
"506",184,"june",4,71,3,15,2014-06-12,2014-06-16,-4,"1","053604","053604",2014,"C25",2,2,"15_2","184_15_4","15_4_2","15,4",5.6325
"507",185,"june",4,65,3,11,2014-06-13,2014-06-16,-3,"1","053605","053605",2014,"C21",4,2,"11_2","185_11_4","11_4_2","11,4",3.945
"508",185,"june",6,89,4,11,2015-06-12,2015-06-16,-4,"1","053605","053605",2015,"C21",4,2,"11_2","185_11_6","11_6_2","11,6",4.102
"509",185,"august",9,115,5,11,2016-08-23,2016-08-21,2,"1","053605","053605",2016,"C21",4,1,"11_1","185_11_9","11_9_1","11,9",6.0625
"510",186,"june",2,60,2,5,2013-06-25,2013-06-16,9,"1","053606","053606",2013,"C17",2,2,"5_2","186_5_2","5_2_2","5,2",5.735
"511",186,"august",3,65,2,5,2013-08-22,2013-08-21,1,"1","053606","053606",2013,"C17",2,1,"5_1","186_5_3","5_3_1","5,3",6.395
"512",186,"june",4,83,3,5,2014-06-14,2014-06-16,-2,"1","053606","053606",2014,"C17",2,2,"5_2","186_5_4","5_4_2","5,4",5.6575
"513",187,"june",4,78,3,17,2014-07-02,2014-06-16,16,"1","053830","053830",2014,"C27",4,2,"17_2","187_17_4","17_4_2","17,4",NA
"514",188,"august",5,75,3,17,2014-08-21,2014-08-21,0,"1","053860","053860",2014,"C27",5,1,"17_1","188_17_5","17_5_1","17,5",NA
"515",188,"august",5,73,3,17,2014-08-21,2014-08-21,0,"2","053860","053860",2014,"C27",5,1,"17_1","188_17_5","17_5_1","17,5",NA
"516",188,"august",7,85,4,17,2015-08-21,2015-08-21,0,"1","053860","053860",2015,"C27",5,1,"17_1","188_17_7","17_7_1","17,7",NA
"517",189,"august",5,118,3,15,2014-08-19,2014-08-21,-2,"1","053862","053862",2014,"C25",5,1,"15_1","189_15_5","15_5_1","15,5",NA
"518",190,"august",5,65,3,15,2014-08-23,2014-08-21,2,"1","053863","053863",2014,"C25",5,1,"15_1","190_15_5","15_5_1","15,5",NA
"519",190,"june",8,90,5,15,2016-06-21,2016-06-16,5,"1","053863","053863",2016,"C25",5,2,"15_2","190_15_8","15_8_2","15,8",5.345
"520",190,"august",9,95,5,15,2016-08-24,2016-08-21,3,"1","053863","053863",2016,"C25",5,1,"15_1","190_15_9","15_9_1","15,9",6.495
"521",191,"august",5,67,3,20,2014-08-23,2014-08-21,2,"1","053864","053864",2014,"C7",5,1,"20_1","191_20_5","20_5_1","20,5",NA
"522",191,"august",7,81,4,20,2015-08-19,2015-08-21,-2,"1","053864","053864",2015,"C7",5,1,"20_1","191_20_7","20_7_1","20,7",5.37275
"523",192,"august",5,100,3,20,2014-08-19,2014-08-21,-2,"1","053865","053865",2014,"C7",5,1,"20_1","192_20_5","20_5_1","20,5",NA
"524",192,"june",6,98,4,20,2015-06-10,2015-06-16,-6,"1","053865","053865",2015,"C7",5,2,"20_2","192_20_6","20_6_2","20,6",4.1545
"525",193,"august",5,65,3,10,2014-08-20,2014-08-21,-1,"1","053866","053866",2014,"C20",5,1,"10_1","193_10_5","10_5_1","10,5",NA
"526",193,"june",8,98,5,10,2016-06-09,2016-06-16,-7,"1","053866","053866",2016,"C20",5,2,"10_2","193_10_8","10_8_2","10,8",5.04
"527",194,"august",5,115,3,15,2014-08-19,2014-08-21,-2,"1","053867","053867",2014,"C25",5,1,"15_1","194_15_5","15_5_1","15,5",NA
"528",195,"august",5,126,3,15,2014-08-19,2014-08-21,-2,"1","053868","053868",2014,"C25",5,1,"15_1","195_15_5","15_5_1","15,5",NA
"529",195,"august",7,125,4,15,2015-08-19,2015-08-21,-2,"1","053868","053868",2015,"C25",5,1,"15_1","195_15_7","15_7_1","15,7",6.17
"530",196,"august",5,132,3,16,2014-08-19,2014-08-21,-2,"1","053869","053869",2014,"C26",5,1,"16_1","196_16_5","16_5_1","16,5",NA
"531",197,"august",5,105,3,7,2014-08-20,2014-08-21,-1,"1","053870","053870",2014,"C18",5,1,"7_1","197_7_5","7_5_1","7,5",6.9275
"532",198,"august",5,65,3,15,2014-08-19,2014-08-21,-2,"1","053871","053871",2014,"C25",5,1,"15_1","198_15_5","15_5_1","15,5",NA
"533",198,"august",7,76,4,15,2015-08-26,2015-08-21,5,"1","053871","053871",2015,"C25",5,1,"15_1","198_15_7","15_7_1","15,7",6.17
"534",198,"august",9,89,5,15,2016-08-24,2016-08-21,3,"1","053871","053871",2016,"C25",5,1,"15_1","198_15_9","15_9_1","15,9",6.495
"535",199,"august",5,105,3,7,2014-08-20,2014-08-21,-1,"1","053872","053872",2014,"C18",5,1,"7_1","199_7_5","7_5_1","7,5",6.9275
"536",200,"august",11,147,6,11,2017-08-23,2017-08-21,2,"1","053873","053873",2017,"C21",4,1,"11_1","200_11_11","11_11_1","11,11",6.8775
"537",200,"june",12,152,7,11,2018-06-20,2018-06-16,4,"1","053873","053873",2018,"C21",4,2,"11_2","200_11_12","11_12_2","11,12",NA
"538",200,"june",14,154,8,11,2019-06-05,2019-06-16,-11,"1","053873","053873",2019,"C21",4,2,"11_2","200_11_14","11_14_2","11,14",NA
"539",200,"june",4,63,3,11,2014-07-01,2014-06-16,15,"1","053873","053873",2014,"C21",4,2,"11_2","200_11_4","11_4_2","11,4",3.945
"540",200,"august",5,75,3,11,2014-08-21,2014-08-21,0,"1","053873","053873",2014,"C21",4,1,"11_1","200_11_5","11_5_1","11,5",7.2295
"541",200,"august",7,98,4,11,2015-08-20,2015-08-21,-1,"1","053873","053873",2015,"C21",4,1,"11_1","200_11_7","11_7_1","11,7",4.93
"542",200,"august",7,99,4,11,2015-08-26,2015-08-21,5,"2","053873","053873",2015,"C21",4,1,"11_1","200_11_7","11_7_1","11,7",4.93
"543",200,"june",8,110,5,11,2016-06-08,2016-06-16,-8,"1","053873","053873",2016,"C21",4,2,"11_2","200_11_8","11_8_2","11,8",2.61
"544",200,"august",9,123,5,11,2016-08-23,2016-08-21,2,"1","053873","053873",2016,"C21",4,1,"11_1","200_11_9","11_9_1","11,9",6.0625
"545",201,"august",5,120,3,17,2014-08-21,2014-08-21,0,"1","053874","053874",2014,"C27",5,1,"17_1","201_17_5","17_5_1","17,5",NA
"546",202,"august",13,124,7,17,2018-08-22,2018-08-21,1,"1","053875","053875",2018,"C27",5,1,"17_1","202_17_13","17_13_1","17,13",6.57275
"547",202,"june",14,132,8,17,2019-06-20,2019-06-16,4,"1","053875","053875",2019,"C27",5,2,"17_2","202_17_14","17_14_2","17,14",5.45
"548",202,"august",5,66,3,17,2014-08-21,2014-08-21,0,"1","053875","053875",2014,"C27",5,1,"17_1","202_17_5","17_5_1","17,5",NA
"549",202,"august",7,91,4,17,2015-08-21,2015-08-21,0,"1","053875","053875",2015,"C27",5,1,"17_1","202_17_7","17_7_1","17,7",NA
"550",203,"august",11,146,6,17,2017-08-24,2017-08-21,3,"1","053876","053876",2017,"C27",5,1,"17_1","203_17_11","17_11_1","17,11",6.88
"551",203,"june",12,145,7,17,2018-06-07,2018-06-16,-9,"1","053876","053876",2018,"C27",5,2,"17_2","203_17_12","17_12_2","17,12",5.45
"552",203,"august",13,152,7,17,2018-08-22,2018-08-21,1,"1","053876","053876",2018,"C27",5,1,"17_1","203_17_13","17_13_1","17,13",6.57275
"553",203,"june",14,156,8,17,2019-06-20,2019-06-16,4,"1","053876","053876",2019,"C27",5,2,"17_2","203_17_14","17_14_2","17,14",5.45
"554",203,"august",5,74,3,17,2014-08-21,2014-08-21,0,"1","053876","053876",2014,"C27",5,1,"17_1","203_17_5","17_5_1","17,5",NA
"555",204,"august",5,76,3,12,2014-08-21,2014-08-21,0,"1","053878","053878",2014,"C22",5,1,"12_1","204_12_5","12_5_1","12,5",NA
"556",205,"june",4,59,3,8,2014-06-14,2014-06-16,-2,"1","053879","053879",2014,"C19",4,2,"8_2","205_8_4","8_4_2","8,4",5.785
"557",205,"august",5,69,3,8,2014-08-20,2014-08-21,-1,"1","053879","053879",2014,"C19",4,1,"8_1","205_8_5","8_5_1","8,5",6.877
"558",205,"june",6,81,4,8,2015-06-23,2015-06-16,7,"1","053879","053879",2015,"C19",4,2,"8_2","205_8_6","8_6_2","8,6",NA
"559",205,"august",7,89,4,8,2015-08-20,2015-08-21,-1,"1","053879","053879",2015,"C19",4,1,"8_1","205_8_7","8_7_1","8,7",NA
"560",206,"june",2,52,2,13,2013-07-05,2013-06-16,19,"1","053880","053880",2013,"C23",2,2,"13_2","206_13_2","13_2_2","13,2",4.595
"561",206,"june",4,58,3,13,2014-06-13,2014-06-16,-3,"1","053880","053880",2014,"C23",2,2,"13_2","206_13_4","13_4_2","13,4",4.445
"562",206,"august",5,75,3,13,2014-08-21,2014-08-21,0,"1","053880","053880",2014,"C23",2,1,"13_1","206_13_5","13_5_1","13,5",NA
"563",206,"june",6,89,4,13,2015-06-12,2015-06-16,-4,"1","053880","053880",2015,"C23",2,2,"13_2","206_13_6","13_6_2","13,6",4.1545
"564",206,"june",6,86,4,13,2015-06-23,2015-06-16,7,"2","053880","053880",2015,"C23",2,2,"13_2","206_13_6","13_6_2","13,6",4.1545
"565",206,"june",8,105,5,13,2016-06-08,2016-06-16,-8,"1","053880","053880",2016,"C23",2,2,"13_2","206_13_8","13_8_2","13,8",4.1
"566",206,"august",9,117,5,13,2016-08-18,2016-08-21,-3,"1","053880","053880",2016,"C23",2,1,"13_1","206_13_9","13_9_1","13,9",6.0625
"567",207,"august",7,93,4,15,2015-08-19,2015-08-21,-2,"1","053881","053881",2015,"C25",7,1,"15_1","207_15_7","15_7_1","15,7",6.17
"568",207,"august",7,93,4,15,2015-08-26,2015-08-21,5,"2","053881","053881",2015,"C25",7,1,"15_1","207_15_7","15_7_1","15,7",6.17
"569",207,"june",8,99,5,15,2016-06-21,2016-06-16,5,"1","053881","053881",2016,"C25",7,2,"15_2","207_15_8","15_8_2","15,8",5.345
"570",208,"august",5,84,3,16,2014-08-19,2014-08-21,-2,"1","053882","053882",2014,"C26",5,1,"16_1","208_16_5","16_5_1","16,5",NA
"571",208,"june",8,126,5,16,2016-06-22,2016-06-16,6,"1","053882","053882",2016,"C26",5,2,"16_2","208_16_8","16_8_2","16,8",3.42
"572",208,"august",9,135,5,16,2016-08-24,2016-08-21,3,"1","053882","053882",2016,"C26",5,1,"16_1","208_16_9","16_9_1","16,9",7.23
"573",209,"august",5,134,3,8,2014-08-20,2014-08-21,-1,"1","053883","053883",2014,"C19",5,1,"8_1","209_8_5","8_5_1","8,5",6.877
"574",210,"august",5,80,3,15,2014-08-19,2014-08-21,-2,"1","053884","053884",2014,"C25",5,1,"15_1","210_15_5","15_5_1","15,5",NA
"575",210,"august",9,100,5,15,2016-08-24,2016-08-21,3,"1","053884","053884",2016,"C25",5,1,"15_1","210_15_9","15_9_1","15,9",6.495
"576",211,"august",5,106,3,15,2014-08-23,2014-08-21,2,"1","053885","053885",2014,"C25",5,1,"15_1","211_15_5","15_5_1","15,5",NA
"577",212,"august",5,110,3,17,2014-08-21,2014-08-21,0,"1","053886","053886",2014,"C27",5,1,"17_1","212_17_5","17_5_1","17,5",NA
"578",213,"august",11,132,6,11,2017-08-17,2017-08-21,-4,"1","053887","053887",2017,"C21",5,1,"11_1","213_11_11","11_11_1","11,11",6.8775
"579",213,"august",5,90,3,11,2014-08-21,2014-08-21,0,"1","053887","053887",2014,"C21",5,1,"11_1","213_11_5","11_5_1","11,5",7.2295
"580",213,"august",7,102,4,11,2015-08-20,2015-08-21,-1,"1","053887","053887",2015,"C21",5,1,"11_1","213_11_7","11_7_1","11,7",4.93
"581",214,"august",5,85,3,15,2014-08-23,2014-08-21,2,"1","053888","053888",2014,"C25",5,1,"15_1","214_15_5","15_5_1","15,5",NA
"582",214,"june",8,99,5,15,2016-06-21,2016-06-16,5,"1","053888","053888",2016,"C25",5,2,"15_2","214_15_8","15_8_2","15,8",5.345
"583",215,"august",5,118,3,16,2014-08-23,2014-08-21,2,"1","053889","053889",2014,"C26",5,1,"16_1","215_16_5","16_5_1","16,5",NA
"584",216,"june",4,62,3,11,2014-07-01,2014-06-16,15,"1","053891","053891",2014,"C21",4,2,"11_2","216_11_4","11_4_2","11,4",3.945
"585",216,"august",5,68,3,11,2014-08-21,2014-08-21,0,"1","053891","053891",2014,"C21",4,1,"11_1","216_11_5","11_5_1","11,5",7.2295
"586",216,"august",7,92,4,11,2015-08-26,2015-08-21,5,"1","053891","053891",2015,"C21",4,1,"11_1","216_11_7","11_7_1","11,7",4.93
"587",216,"august",9,111,5,11,2016-08-17,2016-08-21,-4,"1","053891","053891",2016,"C21",4,1,"11_1","216_11_9","11_9_1","11,9",6.0625
"588",217,"august",5,75,3,12,2014-08-21,2014-08-21,0,"1","053892","053892",2014,"C22",5,1,"12_1","217_12_5","12_5_1","12,5",NA
"589",217,"august",7,118,4,12,2015-08-26,2015-08-21,5,"1","053892","053892",2015,"C22",5,1,"12_1","217_12_7","12_7_1","12,7",5.24
"590",218,"august",5,105,3,10,2014-08-20,2014-08-21,-1,"1","053893","053893",2014,"C20",5,1,"10_1","218_10_5","10_5_1","10,5",NA
"591",218,"june",6,109,4,10,2015-06-11,2015-06-16,-5,"1","053893","053893",2015,"C20",5,2,"10_2","218_10_6","10_6_2","10,6",NA
"592",219,"august",7,105,4,17,2015-08-21,2015-08-21,0,"1","053894","053894",2015,"C27",7,1,"17_1","219_17_7","17_7_1","17,7",NA
"593",220,"june",6,73,4,20,2015-06-10,2015-06-16,-6,"1","053895","053895",2015,"C7",6,2,"20_2","220_20_6","20_6_2","20,6",4.1545
"594",220,"august",7,78,4,15,2015-08-19,2015-08-21,-2,"1","053895","053895",2015,"C25",6,1,"15_1","220_15_7","15_7_1","15,7",6.17
"595",220,"august",7,87,4,15,2015-08-26,2015-08-21,5,"2","053895","053895",2015,"C25",6,1,"15_1","220_15_7","15_7_1","15,7",6.17
"596",221,"august",5,85,3,15,2014-08-19,2014-08-21,-2,"1","053896","053896",2014,"C25",5,1,"15_1","221_15_5","15_5_1","15,5",NA
"597",221,"august",7,98,4,15,2015-08-19,2015-08-21,-2,"1","053896","053896",2015,"C25",5,1,"15_1","221_15_7","15_7_1","15,7",6.17
"598",221,"june",8,103,5,15,2016-06-21,2016-06-16,5,"1","053896","053896",2016,"C25",5,2,"15_2","221_15_8","15_8_2","15,8",5.345
"599",222,"june",2,53,2,8,2013-06-24,2013-06-16,8,"1","053897","053897",2013,"C19",2,2,"8_2","222_8_2","8_2_2","8,2",5.86
"600",222,"august",5,79,3,8,2014-08-20,2014-08-21,-1,"1","053897","053897",2014,"C19",2,1,"8_1","222_8_5","8_5_1","8,5",6.877
"601",223,"august",5,141,3,7,2014-08-20,2014-08-21,-1,"1","053898","053898",2014,"C18",5,1,"7_1","223_7_5","7_5_1","7,5",6.9275
"602",224,"june",4,51,3,13,2014-06-13,2014-06-16,-3,"1","053899","053899",2014,"C23",4,2,"13_2","224_13_4","13_4_2","13,4",4.445
"603",224,"august",5,66,3,13,2014-08-21,2014-08-21,0,"1","053899","053899",2014,"C23",4,1,"13_1","224_13_5","13_5_1","13,5",NA
"604",224,"june",6,71,4,13,2015-06-12,2015-06-16,-4,"1","053899","053899",2015,"C23",4,2,"13_2","224_13_6","13_6_2","13,6",4.1545
"605",224,"august",7,87,4,13,2015-08-21,2015-08-21,0,"1","053899","053899",2015,"C23",4,1,"13_1","224_13_7","13_7_1","13,7",5.45
"606",224,"june",8,95,5,13,2016-06-08,2016-06-16,-8,"1","053899","053899",2016,"C23",4,2,"13_2","224_13_8","13_8_2","13,8",4.1
"607",225,"august",5,137,3,17,2014-08-21,2014-08-21,0,"1","053900","053900",2014,"C27",5,1,"17_1","225_17_5","17_5_1","17,5",NA
"608",226,"august",5,70,3,20,2014-08-19,2014-08-21,-2,"1","053901","053901",2014,"C7",5,1,"20_1","226_20_5","20_5_1","20,5",NA
